game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Duke
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iowa State
game_41|North Carolina
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|LIU/James Madison
game_46|Syracuse
game_47|Butler
game_48|Miami
game_49|Colorado State
game_50|Valparaiso
game_51|Wichita State
game_52|Arizona
game_53|North Carolina
game_54|Minnesota
game_55|Syracuse
game_56|Miami
game_57|Valparaiso
game_58|Arizona
game_59|Minnesota
game_60|Miami
game_61|Valparaiso
game_62|Miami
game_63|Valparaiso
name|Anika the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
