game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Memphis
game_36|Cincinnati
game_37|Wichita State
game_38|Ole Miss
game_39|Harvard
game_40|Notre Dame
game_41|Western Kentucky
game_42|Michigan
game_43|UCLA
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Memphis
game_51|Ole Miss
game_52|Notre Dame
game_53|Michigan
game_54|San Diego State
game_55|Montana
game_56|Colorado
game_57|Colorado State
game_58|Notre Dame
game_59|Michigan
game_60|Colorado
game_61|Colorado State
game_62|Michigan
game_63|Michigan
name|Vivian the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
