game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Duke
game_37|Southern
game_38|Kansas State
game_39|Belmont
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Michigan State
game_51|Southern
game_52|Belmont
game_53|Kansas
game_54|Florida GC
game_55|Temple
game_56|Davidson
game_57|Colorado State
game_58|Southern
game_59|Kansas
game_60|Temple
game_61|Colorado State
game_62|Temple
game_63|Temple
name|Kamari the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
