game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Belmont
game_40|Notre Dame
game_41|Kansas
game_42|Akron
game_43|Florida
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|Saint Louis
game_50|Michigan State
game_51|Boise State/La Salle
game_52|Belmont
game_53|Akron
game_54|Oklahoma
game_55|LIU/James Madison
game_56|Davidson
game_57|Michigan State
game_58|Belmont
game_59|Akron
game_60|LIU/James Madison
game_61|Michigan State
game_62|Akron
game_63|Michigan State
name|Micheal the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
