game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Valparaiso
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|Oklahoma
game_45|Temple
game_46|California
game_47|Butler
game_48|Colorado
game_49|Missouri
game_50|Valparaiso
game_51|Gonzaga
game_52|Arizona
game_53|Kansas
game_54|Minnesota
game_55|Temple
game_56|Butler
game_57|Valparaiso
game_58|Arizona
game_59|Kansas
game_60|Butler
game_61|Valparaiso
game_62|Butler
game_63|Valparaiso
name|Kaelyn the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
