game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Cincinnati
game_37|Southern
game_38|Boise State/La Salle
game_39|Arizona
game_40|Notre Dame
game_41|Western Kentucky
game_42|Akron
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|Montana
game_47|Bucknell
game_48|Illinois
game_49|Colorado State
game_50|Michigan State
game_51|Boise State/La Salle
game_52|Arizona
game_53|Western Kentucky
game_54|Northwestern State
game_55|Montana
game_56|Bucknell
game_57|Colorado State
game_58|Boise State/La Salle
game_59|Northwestern State
game_60|Montana
game_61|Colorado State
game_62|Northwestern State
game_63|Colorado State
name|Tania the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
