game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|Minnesota
game_44|Oklahoma
game_45|Temple
game_46|Montana
game_47|Bucknell
game_48|Pacific
game_49|New Mexico State
game_50|Michigan State
game_51|Wisconsin
game_52|Iowa State
game_53|Michigan
game_54|Minnesota
game_55|Montana
game_56|Pacific
game_57|New Mexico State
game_58|Iowa State
game_59|Michigan
game_60|Montana
game_61|New Mexico State
game_62|Montana
game_63|Montana
name|Dayanara the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
