game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Valparaiso
game_36|Cincinnati
game_37|Wichita State
game_38|Kansas State
game_39|New Mexico
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|Northwestern State
game_44|Georgetown
game_45|Temple
game_46|Montana
game_47|Marquette
game_48|Illinois
game_49|Saint Louis
game_50|Cincinnati
game_51|Wichita State
game_52|Notre Dame
game_53|Villanova
game_54|Georgetown
game_55|Montana
game_56|Marquette
game_57|Cincinnati
game_58|Wichita State
game_59|Villanova
game_60|Montana
game_61|Cincinnati
game_62|Montana
game_63|Cincinnati
name|Donovan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
