game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|NC A&T/Liberty
game_34|Saint Louis
game_35|Michigan State
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Notre Dame
game_41|Kansas
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|LIU/James Madison
game_46|California
game_47|Butler
game_48|Colorado
game_49|NC A&T/Liberty
game_50|Michigan State
game_51|Pittsburgh
game_52|Notre Dame
game_53|Kansas
game_54|Minnesota
game_55|California
game_56|Colorado
game_57|Michigan State
game_58|Notre Dame
game_59|Kansas
game_60|California
game_61|Notre Dame
game_62|Kansas
game_63|Kansas
name|Maximus the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
