game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Pittsburgh
game_38|Ole Miss
game_39|Arizona
game_40|Iona
game_41|Villanova
game_42|South Dakota State
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|Syracuse
game_47|Bucknell
game_48|Illinois
game_49|New Mexico State
game_50|Creighton
game_51|Pittsburgh
game_52|Arizona
game_53|South Dakota State
game_54|UCLA
game_55|Temple
game_56|Illinois
game_57|New Mexico State
game_58|Pittsburgh
game_59|UCLA
game_60|Temple
game_61|Pittsburgh
game_62|UCLA
game_63|UCLA
name|Juliet the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
