game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Creighton
game_37|Southern
game_38|Boise State/La Salle
game_39|Harvard
game_40|Ohio State
game_41|Villanova
game_42|Akron
game_43|Northwestern State
game_44|Florida GC
game_45|NC State
game_46|Montana
game_47|Bucknell
game_48|Pacific
game_49|Missouri
game_50|Michigan State
game_51|Boise State/La Salle
game_52|Ohio State
game_53|Villanova
game_54|Florida GC
game_55|NC State
game_56|Pacific
game_57|Missouri
game_58|Boise State/La Salle
game_59|Villanova
game_60|Pacific
game_61|Missouri
game_62|Pacific
game_63|Pacific
name|Nathan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
