game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Duke
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Iowa State
game_41|North Carolina
game_42|Michigan
game_43|UCLA
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Montana
game_47|Butler
game_48|Colorado
game_49|Oregon
game_50|Duke
game_51|Ole Miss
game_52|Iowa State
game_53|Michigan
game_54|UCLA
game_55|Montana
game_56|Butler
game_57|Duke
game_58|Iowa State
game_59|UCLA
game_60|Butler
game_61|Duke
game_62|UCLA
game_63|UCLA
name|Samuel the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
