game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|Western Kentucky
game_42|VCU
game_43|Florida
game_44|San Diego State
game_45|LIU/James Madison
game_46|UNLV
game_47|Bucknell
game_48|Colorado
game_49|Oklahoma State
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Harvard
game_53|Western Kentucky
game_54|Florida
game_55|LIU/James Madison
game_56|Bucknell
game_57|Oklahoma State
game_58|Harvard
game_59|Florida
game_60|Bucknell
game_61|Oklahoma State
game_62|Bucknell
game_63|Oklahoma State
name|Ansley the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
