game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Albany
game_37|Southern
game_38|Wisconsin
game_39|Arizona
game_40|Iowa State
game_41|North Carolina
game_42|Michigan
game_43|Northwestern State
game_44|Oklahoma
game_45|Indiana
game_46|Syracuse
game_47|Davidson
game_48|Miami
game_49|Missouri
game_50|Valparaiso
game_51|Southern
game_52|Iowa State
game_53|Michigan
game_54|Northwestern State
game_55|Syracuse
game_56|Davidson
game_57|Valparaiso
game_58|Southern
game_59|Northwestern State
game_60|Syracuse
game_61|Southern
game_62|Syracuse
game_63|Syracuse
name|Alina the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
