game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Duke
game_37|Wichita State
game_38|Ole Miss
game_39|Belmont
game_40|Ohio State
game_41|Kansas
game_42|Michigan
game_43|Florida
game_44|Oklahoma
game_45|NC State
game_46|Syracuse
game_47|Davidson
game_48|Miami
game_49|Oklahoma State
game_50|Valparaiso
game_51|Wichita State
game_52|Belmont
game_53|Michigan
game_54|Oklahoma
game_55|NC State
game_56|Davidson
game_57|Oklahoma State
game_58|Wichita State
game_59|Oklahoma
game_60|Davidson
game_61|Wichita State
game_62|Davidson
game_63|Wichita State
name|Zavier the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
