game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Michigan State
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|North Carolina
game_42|Akron
game_43|Florida
game_44|Oklahoma
game_45|LIU/James Madison
game_46|California
game_47|Marquette
game_48|Colorado
game_49|Oregon
game_50|Michigan State
game_51|Kansas State
game_52|Ohio State
game_53|North Carolina
game_54|Florida
game_55|LIU/James Madison
game_56|Marquette
game_57|Oregon
game_58|Kansas State
game_59|Florida
game_60|Marquette
game_61|Kansas State
game_62|Marquette
game_63|Kansas State
name|Darion the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
