game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Belmont
game_40|Notre Dame
game_41|Western Kentucky
game_42|Akron
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|UNLV
game_47|Bucknell
game_48|Colorado
game_49|Saint Louis
game_50|Memphis
game_51|Kansas State
game_52|Notre Dame
game_53|Western Kentucky
game_54|Oklahoma
game_55|Temple
game_56|Bucknell
game_57|Memphis
game_58|Notre Dame
game_59|Oklahoma
game_60|Temple
game_61|Memphis
game_62|Oklahoma
game_63|Oklahoma
name|Yusuf the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
