game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Duke
game_37|Southern
game_38|Boise State/La Salle
game_39|Arizona
game_40|Notre Dame
game_41|Villanova
game_42|Akron
game_43|UCLA
game_44|Oklahoma
game_45|Indiana
game_46|Syracuse
game_47|Butler
game_48|Colorado
game_49|Colorado State
game_50|Duke
game_51|Southern
game_52|Notre Dame
game_53|Villanova
game_54|Oklahoma
game_55|Indiana
game_56|Colorado
game_57|Colorado State
game_58|Southern
game_59|Oklahoma
game_60|Colorado
game_61|Southern
game_62|Colorado
game_63|Southern
name|Antoine the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
