game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Duke
game_37|Southern
game_38|Kansas State
game_39|Belmont
game_40|Iona
game_41|Kansas
game_42|VCU
game_43|UCLA
game_44|Georgetown
game_45|Temple
game_46|UNLV
game_47|Marquette
game_48|Colorado
game_49|Saint Louis
game_50|Michigan State
game_51|Southern
game_52|Belmont
game_53|Kansas
game_54|UCLA
game_55|UNLV
game_56|Marquette
game_57|Saint Louis
game_58|Belmont
game_59|Kansas
game_60|UNLV
game_61|Saint Louis
game_62|Kansas
game_63|Saint Louis
name|Jayce the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
