game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Creighton
game_37|Wichita State
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iona
game_41|Kansas
game_42|South Dakota State
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|California
game_47|Bucknell
game_48|Colorado
game_49|Oklahoma State
game_50|Creighton
game_51|Boise State/La Salle
game_52|Iona
game_53|Kansas
game_54|UCLA
game_55|California
game_56|Colorado
game_57|Creighton
game_58|Boise State/La Salle
game_59|Kansas
game_60|California
game_61|Creighton
game_62|Kansas
game_63|Kansas
name|Gianna the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
