game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|NC A&T/Liberty
game_34|Oregon
game_35|Michigan State
game_36|Albany
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Iona
game_41|Western Kentucky
game_42|Michigan
game_43|Minnesota
game_44|Florida GC
game_45|Indiana
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|NC A&T/Liberty
game_50|Albany
game_51|Gonzaga
game_52|Arizona
game_53|Western Kentucky
game_54|Minnesota
game_55|Indiana
game_56|Davidson
game_57|NC A&T/Liberty
game_58|Gonzaga
game_59|Minnesota
game_60|Davidson
game_61|Gonzaga
game_62|Davidson
game_63|Davidson
name|Chasity the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
