game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Notre Dame
game_41|Villanova
game_42|South Dakota State
game_43|Minnesota
game_44|San Diego State
game_45|LIU/James Madison
game_46|UNLV
game_47|Davidson
game_48|Miami
game_49|Missouri
game_50|Memphis
game_51|Pittsburgh
game_52|Notre Dame
game_53|South Dakota State
game_54|Minnesota
game_55|LIU/James Madison
game_56|Miami
game_57|Missouri
game_58|Notre Dame
game_59|Minnesota
game_60|LIU/James Madison
game_61|Missouri
game_62|LIU/James Madison
game_63|LIU/James Madison
name|Madisyn the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
