game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Duke
game_37|Wichita State
game_38|Ole Miss
game_39|Harvard
game_40|Iowa State
game_41|Villanova
game_42|Akron
game_43|Northwestern State
game_44|San Diego State
game_45|NC State
game_46|Syracuse
game_47|Marquette
game_48|Pacific
game_49|Missouri
game_50|Duke
game_51|Wichita State
game_52|Harvard
game_53|Akron
game_54|Northwestern State
game_55|Syracuse
game_56|Pacific
game_57|Missouri
game_58|Harvard
game_59|Northwestern State
game_60|Pacific
game_61|Missouri
game_62|Northwestern State
game_63|Northwestern State
name|Barbara the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
