game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Michigan State
game_36|Duke
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Harvard
game_40|Ohio State
game_41|Villanova
game_42|VCU
game_43|UCLA
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Davidson
game_48|Miami
game_49|Oklahoma State
game_50|Michigan State
game_51|Boise State/La Salle
game_52|Harvard
game_53|VCU
game_54|Georgetown
game_55|Montana
game_56|Miami
game_57|Michigan State
game_58|Boise State/La Salle
game_59|Georgetown
game_60|Miami
game_61|Boise State/La Salle
game_62|Miami
game_63|Boise State/La Salle
name|Cale the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
