game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Notre Dame
game_41|Villanova
game_42|Michigan
game_43|UCLA
game_44|San Diego State
game_45|Indiana
game_46|California
game_47|Marquette
game_48|Miami
game_49|Oklahoma State
game_50|Cincinnati
game_51|Wisconsin
game_52|Harvard
game_53|Michigan
game_54|UCLA
game_55|California
game_56|Miami
game_57|Cincinnati
game_58|Wisconsin
game_59|UCLA
game_60|California
game_61|Wisconsin
game_62|California
game_63|California
name|Galilea the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
