game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Cincinnati
game_37|Wichita State
game_38|Kansas State
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|Akron
game_43|Northwestern State
game_44|Oklahoma
game_45|Indiana
game_46|California
game_47|Davidson
game_48|Pacific
game_49|New Mexico State
game_50|Michigan State
game_51|Wichita State
game_52|Ohio State
game_53|North Carolina
game_54|Oklahoma
game_55|Indiana
game_56|Davidson
game_57|New Mexico State
game_58|Ohio State
game_59|North Carolina
game_60|Indiana
game_61|New Mexico State
game_62|North Carolina
game_63|New Mexico State
name|Marco the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
