game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Creighton
game_37|Pittsburgh
game_38|Ole Miss
game_39|Harvard
game_40|Notre Dame
game_41|Villanova
game_42|South Dakota State
game_43|Minnesota
game_44|Oklahoma
game_45|Indiana
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|Saint Louis
game_50|Michigan State
game_51|Pittsburgh
game_52|Notre Dame
game_53|South Dakota State
game_54|Minnesota
game_55|Indiana
game_56|Colorado
game_57|Saint Louis
game_58|Notre Dame
game_59|Minnesota
game_60|Indiana
game_61|Saint Louis
game_62|Minnesota
game_63|Minnesota
name|Alexys the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
