game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iona
game_41|Kansas
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|Indiana
game_46|UNLV
game_47|Davidson
game_48|Miami
game_49|Saint Louis
game_50|Memphis
game_51|Boise State/La Salle
game_52|Arizona
game_53|Kansas
game_54|Northwestern State
game_55|Indiana
game_56|Davidson
game_57|Memphis
game_58|Arizona
game_59|Northwestern State
game_60|Davidson
game_61|Memphis
game_62|Davidson
game_63|Davidson
name|Kailey the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
