game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Southern
game_38|Kansas State
game_39|New Mexico
game_40|Iowa State
game_41|North Carolina
game_42|Michigan
game_43|Florida
game_44|Georgetown
game_45|Indiana
game_46|California
game_47|Davidson
game_48|Miami
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Kansas State
game_52|New Mexico
game_53|Michigan
game_54|Georgetown
game_55|Indiana
game_56|Miami
game_57|Oregon
game_58|Kansas State
game_59|Georgetown
game_60|Miami
game_61|Kansas State
game_62|Georgetown
game_63|Kansas State
name|Allen the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
