game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Cincinnati
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Notre Dame
game_41|Villanova
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Butler
game_48|Miami
game_49|Missouri
game_50|Cincinnati
game_51|Pittsburgh
game_52|Notre Dame
game_53|Villanova
game_54|Minnesota
game_55|Montana
game_56|Butler
game_57|Cincinnati
game_58|Notre Dame
game_59|Villanova
game_60|Montana
game_61|Notre Dame
game_62|Montana
game_63|Montana
name|Cory the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
