game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Valparaiso
game_36|Creighton
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Iowa State
game_41|Villanova
game_42|Akron
game_43|UCLA
game_44|Georgetown
game_45|Temple
game_46|Syracuse
game_47|Butler
game_48|Pacific
game_49|Colorado State
game_50|Valparaiso
game_51|Wisconsin
game_52|Iowa State
game_53|Akron
game_54|Georgetown
game_55|Syracuse
game_56|Butler
game_57|Valparaiso
game_58|Wisconsin
game_59|Georgetown
game_60|Syracuse
game_61|Wisconsin
game_62|Syracuse
game_63|Syracuse
name|Lindsay the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
