game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Belmont
game_40|Notre Dame
game_41|Western Kentucky
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|LIU/James Madison
game_46|California
game_47|Bucknell
game_48|Illinois
game_49|Oklahoma State
game_50|Creighton
game_51|Kansas State
game_52|Belmont
game_53|Western Kentucky
game_54|Georgetown
game_55|California
game_56|Illinois
game_57|Oklahoma State
game_58|Kansas State
game_59|Georgetown
game_60|California
game_61|Oklahoma State
game_62|California
game_63|Oklahoma State
name|Solomon the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
