game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Duke
game_37|Gonzaga
game_38|Kansas State
game_39|Belmont
game_40|Iona
game_41|Western Kentucky
game_42|South Dakota State
game_43|Florida
game_44|Oklahoma
game_45|LIU/James Madison
game_46|UNLV
game_47|Bucknell
game_48|Pacific
game_49|Missouri
game_50|Valparaiso
game_51|Gonzaga
game_52|Belmont
game_53|Western Kentucky
game_54|Florida
game_55|UNLV
game_56|Bucknell
game_57|Valparaiso
game_58|Belmont
game_59|Florida
game_60|UNLV
game_61|Valparaiso
game_62|UNLV
game_63|UNLV
name|Nina the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
