game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Iowa State
game_41|North Carolina
game_42|Akron
game_43|Minnesota
game_44|Georgetown
game_45|Temple
game_46|Syracuse
game_47|Butler
game_48|Colorado
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Southern
game_52|Belmont
game_53|Akron
game_54|Georgetown
game_55|Temple
game_56|Colorado
game_57|Middle Tenn/St Marys
game_58|Southern
game_59|Akron
game_60|Temple
game_61|Southern
game_62|Akron
game_63|Akron
name|Haden the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
