game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Albany
game_37|Southern
game_38|Boise State/La Salle
game_39|Belmont
game_40|Ohio State
game_41|Kansas
game_42|Michigan
game_43|Florida
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Davidson
game_48|Pacific
game_49|Oklahoma State
game_50|Valparaiso
game_51|Southern
game_52|Belmont
game_53|Michigan
game_54|Florida
game_55|Montana
game_56|Davidson
game_57|Valparaiso
game_58|Belmont
game_59|Michigan
game_60|Montana
game_61|Valparaiso
game_62|Michigan
game_63|Michigan
name|Tessa the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
