game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Wichita State
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|Villanova
game_42|South Dakota State
game_43|Northwestern State
game_44|San Diego State
game_45|Indiana
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|Missouri
game_50|Creighton
game_51|Wisconsin
game_52|Ohio State
game_53|South Dakota State
game_54|Northwestern State
game_55|Syracuse
game_56|Miami
game_57|Missouri
game_58|Ohio State
game_59|Northwestern State
game_60|Miami
game_61|Ohio State
game_62|Miami
game_63|Miami
name|Dane the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
