game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Albany
game_37|Gonzaga
game_38|Ole Miss
game_39|Arizona
game_40|Ohio State
game_41|Kansas
game_42|VCU
game_43|Northwestern State
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Davidson
game_48|Miami
game_49|Missouri
game_50|Michigan State
game_51|Gonzaga
game_52|Ohio State
game_53|Kansas
game_54|Florida GC
game_55|UNLV
game_56|Davidson
game_57|Michigan State
game_58|Gonzaga
game_59|Kansas
game_60|UNLV
game_61|Michigan State
game_62|UNLV
game_63|UNLV
name|Tina the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
