game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Valparaiso
game_36|Albany
game_37|Pittsburgh
game_38|Ole Miss
game_39|Harvard
game_40|Iowa State
game_41|Villanova
game_42|Akron
game_43|Northwestern State
game_44|San Diego State
game_45|Temple
game_46|Syracuse
game_47|Butler
game_48|Pacific
game_49|Missouri
game_50|Albany
game_51|Ole Miss
game_52|Harvard
game_53|Akron
game_54|San Diego State
game_55|Temple
game_56|Butler
game_57|Missouri
game_58|Ole Miss
game_59|Akron
game_60|Butler
game_61|Ole Miss
game_62|Akron
game_63|Ole Miss
name|Marvin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
