game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Harvard
game_40|Iowa State
game_41|North Carolina
game_42|South Dakota State
game_43|UCLA
game_44|Florida GC
game_45|LIU/James Madison
game_46|Montana
game_47|Bucknell
game_48|Pacific
game_49|Colorado State
game_50|Michigan State
game_51|Pittsburgh
game_52|Iowa State
game_53|South Dakota State
game_54|UCLA
game_55|LIU/James Madison
game_56|Bucknell
game_57|Michigan State
game_58|Iowa State
game_59|South Dakota State
game_60|LIU/James Madison
game_61|Iowa State
game_62|South Dakota State
game_63|Iowa State
name|Mariana the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
