game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Gonzaga
game_38|Ole Miss
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|Michigan
game_43|UCLA
game_44|Florida GC
game_45|LIU/James Madison
game_46|Montana
game_47|Marquette
game_48|Illinois
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Ole Miss
game_52|Ohio State
game_53|Michigan
game_54|Florida GC
game_55|LIU/James Madison
game_56|Marquette
game_57|Middle Tenn/St Marys
game_58|Ole Miss
game_59|Michigan
game_60|LIU/James Madison
game_61|Ole Miss
game_62|LIU/James Madison
game_63|LIU/James Madison
name|Bryson the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
