game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Wichita State
game_38|Ole Miss
game_39|Harvard
game_40|Iona
game_41|Western Kentucky
game_42|South Dakota State
game_43|Minnesota
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Montana
game_47|Davidson
game_48|Illinois
game_49|Oregon
game_50|Cincinnati
game_51|Wichita State
game_52|Harvard
game_53|Western Kentucky
game_54|Minnesota
game_55|LIU/James Madison
game_56|Illinois
game_57|Cincinnati
game_58|Wichita State
game_59|Minnesota
game_60|LIU/James Madison
game_61|Wichita State
game_62|Minnesota
game_63|Minnesota
name|Lacie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
