game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Valparaiso
game_36|Albany
game_37|Pittsburgh
game_38|Ole Miss
game_39|New Mexico
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|UNLV
game_47|Davidson
game_48|Pacific
game_49|New Mexico State
game_50|Albany
game_51|Ole Miss
game_52|Notre Dame
game_53|VCU
game_54|Oklahoma
game_55|Temple
game_56|Pacific
game_57|Albany
game_58|Notre Dame
game_59|Oklahoma
game_60|Pacific
game_61|Notre Dame
game_62|Pacific
game_63|Notre Dame
name|Malachi the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
