game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Creighton
game_37|Southern
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iona
game_41|Western Kentucky
game_42|VCU
game_43|UCLA
game_44|San Diego State
game_45|Temple
game_46|California
game_47|Bucknell
game_48|Miami
game_49|Oregon
game_50|Valparaiso
game_51|Boise State/La Salle
game_52|Iona
game_53|Western Kentucky
game_54|San Diego State
game_55|Temple
game_56|Bucknell
game_57|Oregon
game_58|Boise State/La Salle
game_59|San Diego State
game_60|Bucknell
game_61|Boise State/La Salle
game_62|San Diego State
game_63|San Diego State
name|Zion the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
