game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Duke
game_37|Southern
game_38|Wisconsin
game_39|Arizona
game_40|Iona
game_41|Villanova
game_42|Akron
game_43|Minnesota
game_44|Georgetown
game_45|LIU/James Madison
game_46|Syracuse
game_47|Marquette
game_48|Pacific
game_49|Colorado State
game_50|Valparaiso
game_51|Wisconsin
game_52|Arizona
game_53|Akron
game_54|Minnesota
game_55|LIU/James Madison
game_56|Pacific
game_57|Valparaiso
game_58|Wisconsin
game_59|Minnesota
game_60|LIU/James Madison
game_61|Valparaiso
game_62|LIU/James Madison
game_63|LIU/James Madison
name|Osvaldo the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
