game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Cincinnati
game_37|Pittsburgh
game_38|Kansas State
game_39|Belmont
game_40|Iona
game_41|Villanova
game_42|Michigan
game_43|Northwestern State
game_44|Georgetown
game_45|Temple
game_46|UNLV
game_47|Davidson
game_48|Miami
game_49|Saint Louis
game_50|Michigan State
game_51|Pittsburgh
game_52|Iona
game_53|Michigan
game_54|Northwestern State
game_55|Temple
game_56|Miami
game_57|Michigan State
game_58|Iona
game_59|Michigan
game_60|Miami
game_61|Michigan State
game_62|Michigan
game_63|Michigan State
name|Mauricio the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
