game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|Belmont
game_40|Iona
game_41|Villanova
game_42|Michigan
game_43|Florida
game_44|Florida GC
game_45|Temple
game_46|California
game_47|Marquette
game_48|Colorado
game_49|Missouri
game_50|Valparaiso
game_51|Wichita State
game_52|Iona
game_53|Michigan
game_54|Florida
game_55|California
game_56|Colorado
game_57|Missouri
game_58|Wichita State
game_59|Michigan
game_60|California
game_61|Wichita State
game_62|Michigan
game_63|Michigan
name|Mckenna the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
