game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Duke
game_37|Gonzaga
game_38|Kansas State
game_39|Harvard
game_40|Ohio State
game_41|North Carolina
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|New Mexico State
game_50|Duke
game_51|Kansas State
game_52|Ohio State
game_53|VCU
game_54|Georgetown
game_55|Montana
game_56|Marquette
game_57|New Mexico State
game_58|Ohio State
game_59|VCU
game_60|Marquette
game_61|New Mexico State
game_62|Marquette
game_63|Marquette
name|Tamya the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
