game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|NC A&T/Liberty
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Notre Dame
game_41|Kansas
game_42|South Dakota State
game_43|Florida
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Davidson
game_48|Colorado
game_49|NC A&T/Liberty
game_50|Cincinnati
game_51|Wisconsin
game_52|Notre Dame
game_53|Kansas
game_54|San Diego State
game_55|Indiana
game_56|Colorado
game_57|NC A&T/Liberty
game_58|Wisconsin
game_59|San Diego State
game_60|Colorado
game_61|NC A&T/Liberty
game_62|San Diego State
game_63|San Diego State
name|Carson the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
