game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|Kansas
game_42|Akron
game_43|Florida
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Pittsburgh
game_52|Harvard
game_53|Akron
game_54|Florida
game_55|LIU/James Madison
game_56|Davidson
game_57|Colorado State
game_58|Pittsburgh
game_59|Akron
game_60|Davidson
game_61|Pittsburgh
game_62|Davidson
game_63|Pittsburgh
name|Taliyah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
