game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Duke
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|South Dakota State
game_43|UCLA
game_44|San Diego State
game_45|Temple
game_46|Syracuse
game_47|Davidson
game_48|Pacific
game_49|New Mexico State
game_50|Memphis
game_51|Boise State/La Salle
game_52|Belmont
game_53|South Dakota State
game_54|San Diego State
game_55|Syracuse
game_56|Davidson
game_57|Memphis
game_58|Belmont
game_59|San Diego State
game_60|Syracuse
game_61|Memphis
game_62|Syracuse
game_63|Memphis
name|Lexi the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
