game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Memphis
game_36|Creighton
game_37|Southern
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Notre Dame
game_41|Kansas
game_42|Akron
game_43|UCLA
game_44|Oklahoma
game_45|LIU/James Madison
game_46|California
game_47|Bucknell
game_48|Pacific
game_49|Saint Louis
game_50|Memphis
game_51|Southern
game_52|Notre Dame
game_53|Akron
game_54|Oklahoma
game_55|California
game_56|Bucknell
game_57|Saint Louis
game_58|Southern
game_59|Oklahoma
game_60|Bucknell
game_61|Saint Louis
game_62|Oklahoma
game_63|Oklahoma
name|German the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
