game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Creighton
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Harvard
game_40|Ohio State
game_41|North Carolina
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|LIU/James Madison
game_46|California
game_47|Davidson
game_48|Colorado
game_49|Missouri
game_50|Memphis
game_51|Boise State/La Salle
game_52|Harvard
game_53|Akron
game_54|Oklahoma
game_55|LIU/James Madison
game_56|Colorado
game_57|Memphis
game_58|Harvard
game_59|Oklahoma
game_60|LIU/James Madison
game_61|Memphis
game_62|Oklahoma
game_63|Memphis
name|Hannah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
