game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Creighton
game_37|Wichita State
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|Western Kentucky
game_42|Akron
game_43|Northwestern State
game_44|Oklahoma
game_45|Indiana
game_46|California
game_47|Davidson
game_48|Pacific
game_49|Oregon
game_50|Creighton
game_51|Kansas State
game_52|Ohio State
game_53|Western Kentucky
game_54|Northwestern State
game_55|Indiana
game_56|Pacific
game_57|Creighton
game_58|Kansas State
game_59|Northwestern State
game_60|Indiana
game_61|Creighton
game_62|Northwestern State
game_63|Northwestern State
name|Kennedi the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
