game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Creighton
game_37|Wichita State
game_38|Wisconsin
game_39|New Mexico
game_40|Iona
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|San Diego State
game_45|LIU/James Madison
game_46|California
game_47|Davidson
game_48|Pacific
game_49|New Mexico State
game_50|Creighton
game_51|Wisconsin
game_52|Iona
game_53|VCU
game_54|Minnesota
game_55|California
game_56|Pacific
game_57|Creighton
game_58|Wisconsin
game_59|Minnesota
game_60|Pacific
game_61|Creighton
game_62|Pacific
game_63|Pacific
name|Muhammad the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
