game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Michigan State
game_36|Duke
game_37|Gonzaga
game_38|Ole Miss
game_39|Harvard
game_40|Iona
game_41|Kansas
game_42|VCU
game_43|Northwestern State
game_44|San Diego State
game_45|Temple
game_46|Montana
game_47|Marquette
game_48|Colorado
game_49|Saint Louis
game_50|Michigan State
game_51|Gonzaga
game_52|Harvard
game_53|Kansas
game_54|Northwestern State
game_55|Montana
game_56|Marquette
game_57|Michigan State
game_58|Harvard
game_59|Kansas
game_60|Marquette
game_61|Michigan State
game_62|Kansas
game_63|Michigan State
name|Gracie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
