game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Southern
game_38|Kansas State
game_39|Arizona
game_40|Iona
game_41|North Carolina
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Bucknell
game_48|Pacific
game_49|Saint Louis
game_50|Albany
game_51|Kansas State
game_52|Iona
game_53|North Carolina
game_54|Florida GC
game_55|UNLV
game_56|Pacific
game_57|Albany
game_58|Kansas State
game_59|North Carolina
game_60|Pacific
game_61|Kansas State
game_62|North Carolina
game_63|Kansas State
name|Mya the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
