game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Louisville
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Southern
game_38|Kansas State
game_39|Belmont
game_40|Notre Dame
game_41|Kansas
game_42|Michigan
game_43|Minnesota
game_44|Oklahoma
game_45|Temple
game_46|California
game_47|Davidson
game_48|Illinois
game_49|Louisville
game_50|Middle Tenn/St Marys
game_51|Kansas State
game_52|Belmont
game_53|Michigan
game_54|Minnesota
game_55|California
game_56|Illinois
game_57|Louisville
game_58|Belmont
game_59|Minnesota
game_60|California
game_61|Belmont
game_62|California
game_63|California
name|Jane the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
