game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Memphis
game_36|Duke
game_37|Southern
game_38|Ole Miss
game_39|Belmont
game_40|Notre Dame
game_41|Villanova
game_42|Michigan
game_43|UCLA
game_44|Georgetown
game_45|Indiana
game_46|California
game_47|Bucknell
game_48|Miami
game_49|Oregon
game_50|Memphis
game_51|Southern
game_52|Notre Dame
game_53|Michigan
game_54|UCLA
game_55|California
game_56|Miami
game_57|Oregon
game_58|Notre Dame
game_59|Michigan
game_60|Miami
game_61|Notre Dame
game_62|Michigan
game_63|Michigan
name|Hana the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
