game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Southern
game_38|Wisconsin
game_39|Arizona
game_40|Ohio State
game_41|Kansas
game_42|South Dakota State
game_43|Florida
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Creighton
game_51|Southern
game_52|Ohio State
game_53|South Dakota State
game_54|Florida
game_55|UNLV
game_56|Colorado
game_57|Colorado State
game_58|Ohio State
game_59|South Dakota State
game_60|UNLV
game_61|Colorado State
game_62|UNLV
game_63|Colorado State
name|Zechariah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
