game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Southern
game_38|Boise State/La Salle
game_39|Arizona
game_40|Iona
game_41|Kansas
game_42|Akron
game_43|Northwestern State
game_44|Florida GC
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|Oregon
game_50|Albany
game_51|Southern
game_52|Arizona
game_53|Akron
game_54|Northwestern State
game_55|Indiana
game_56|Pacific
game_57|Albany
game_58|Southern
game_59|Northwestern State
game_60|Indiana
game_61|Albany
game_62|Northwestern State
game_63|Albany
name|Laci the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
