game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|Indiana
game_46|UNLV
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Creighton
game_51|Wichita State
game_52|Ohio State
game_53|Western Kentucky
game_54|Northwestern State
game_55|Indiana
game_56|Davidson
game_57|Creighton
game_58|Ohio State
game_59|Northwestern State
game_60|Indiana
game_61|Creighton
game_62|Indiana
game_63|Creighton
name|Aliza the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
