game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Creighton
game_37|Southern
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|Villanova
game_42|VCU
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|California
game_47|Bucknell
game_48|Colorado
game_49|Oregon
game_50|Creighton
game_51|Southern
game_52|Ohio State
game_53|Villanova
game_54|Oklahoma
game_55|California
game_56|Colorado
game_57|Oregon
game_58|Southern
game_59|Villanova
game_60|California
game_61|Oregon
game_62|Villanova
game_63|Oregon
name|Clarissa the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
