game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Cincinnati
game_37|Wichita State
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|North Carolina
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Bucknell
game_48|Illinois
game_49|Missouri
game_50|Michigan State
game_51|Wichita State
game_52|Ohio State
game_53|North Carolina
game_54|Georgetown
game_55|NC State
game_56|Bucknell
game_57|Michigan State
game_58|Ohio State
game_59|North Carolina
game_60|NC State
game_61|Michigan State
game_62|NC State
game_63|Michigan State
name|Destiny the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
