game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Gonzaga
game_38|Ole Miss
game_39|Harvard
game_40|Ohio State
game_41|Villanova
game_42|Akron
game_43|Florida
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Marquette
game_48|Illinois
game_49|Oregon
game_50|Albany
game_51|Gonzaga
game_52|Harvard
game_53|Villanova
game_54|Florida
game_55|Montana
game_56|Illinois
game_57|Oregon
game_58|Gonzaga
game_59|Villanova
game_60|Illinois
game_61|Oregon
game_62|Illinois
game_63|Illinois
name|Paola the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
